*N2O emissions output file

*DSSAT Cropping System Model Ver. 4.8.2.010 -develop  JUL 08, 2024 16:11:18

*RUN   1        : 0 KG N/HA                 CSCER048 RORO7401    1
 MODEL          : CSCER048 - Wheat
 EXPERIMENT     : RORO7401 WH N RESPONSE,ROTHAMSTED  8FE(N)  (DSSAT3)
 DATA PATH      : C:\DSSAT48\Wheat\
 TREATMENT  1   : 0 KG N/HA                 CSCER048
  
!              |------------------------------ Cumulative -----------------------------|------------------------------ Daily ----------------------------------|
!               N2Oemit  N2emit  NOemit   Denit  Nitrif   N2O-denit+nit      N2      NO N2Oemit  N2emit  NOemit   Denit  Nitrif   N2O-denit+nit      N2      NO   Denitrification (g[N]/ha) by soil depth (cm):                                   Nitrification (g[N]/ha) by soil depth (cm):                                     N2O flux (g[N]/ha) by soil depth (cm):                                          N2 flux (g[N]/ha) by soil depth (cm):                                           NO flux (g[N]/ha) by soil depth (cm):
!                 kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha     0-5    5-15   15-25   25-35   35-45   45-55   55-65   65-95  95-125 125-155     0-5    5-15   15-25   25-35   35-45   45-55   55-65   65-95  95-125 125-155     0-5    5-15   15-25   25-35   35-45   45-55   55-65   65-95  95-125 125-155     0-5    5-15   15-25   25-35   35-45   45-55   55-65   65-95  95-125 125-155     0-5    5-15   15-25   25-35   35-45   45-55   55-65   65-95  95-125 125-155
@YEAR DOY   DAS   N2OEC    N2EC    NOEC    NDNC    NITC   N2ODC   N2ONC   N2FLC   NOFLC  N2OGED   N2GED   NOGED    NDND   NITRD   N2ODD   N2OND   N2FLD   NOFLD   NDN1D   NDN2D   NDN3D   NDN4D   NDN5D   NDN6D   NDN7D   NDN8D   NDN9D   NDN10   NIT1D   NIT2D   NIT3D   NIT4D   NIT5D   NIT6D   NIT7D   NIT8D   NIT9D   NIT10   N2O1D   N2O2D   N2O3D   N2O4D   N2O5D   N2O6D   N2O7D   N2O8D   N2O9D   N2O10   N2F1D   N2F2D   N2F3D   N2F4D   N2F5D   N2F6D   N2F7D   N2F8D   N2F9D   N2F10   NOF1D   NOF2D   NOF3D   NOF4D   NOF5D   NOF6D   NOF7D   NOF8D   NOF9D   NOF10
 1975 057   118    0.23    1.25    0.16    2.53    32.4   0.327   0.032   2.199   0.242     1.9    13.0     1.2     1.7      19    0.19    0.02    1.48    0.17     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.4     1.3      0.      0.      1.      2.      7.      0.      1.      2.      3.      4.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.3     1.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1
 1975 058   119    0.23    1.26    0.16    2.53    32.4   0.327   0.033   2.200   0.243     1.9    13.2     1.2     1.2      23    0.13    0.02    1.10    0.13     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     1.1      0.      0.      1.      7.      6.      0.      1.      2.      3.      4.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     1.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1
 1975 059   120    0.23    1.27    0.16    2.53    32.4   0.327   0.033   2.201   0.243     1.9    13.4     1.2     0.8      28    0.09    0.03    0.76    0.10     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.8      0.      0.      1.      6.      6.      1.      2.      2.      7.      4.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.8     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1
 1975 060   121    0.23    1.29    0.17    2.53    32.4   0.328   0.033   2.202   0.243     2.0    13.6     1.2     0.6      26    0.07    0.03    0.56    0.08     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.6      0.      0.      1.      5.      5.      1.      1.      2.      7.      4.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.6     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1
 1975 061   122    0.23    1.30    0.17    2.53    32.5   0.328   0.033   2.202   0.243     2.0    13.7     1.2     0.5      24    0.06    0.02    0.46    0.07     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.5      0.      0.      1.      5.      5.      1.      1.      2.      6.      4.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.5     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 1975 062   123    0.24    1.31    0.17    2.53    32.5   0.328   0.033   2.203   0.243     1.6    10.9     1.0     0.4      28    0.05    0.03    0.38    0.06     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.4      0.      0.      1.      5.      4.      1.      1.      6.      6.      4.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.4     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 1975 063   124    0.24    1.32    0.17    2.53    32.5   0.328   0.033   2.203   0.243     1.9    12.9     1.1     0.3      28    0.03    0.03    0.29    0.05     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.3      0.      0.      1.      5.      4.      1.      1.      6.      6.      4.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.3     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 1975 064   125    0.24    1.33    0.17    2.53    32.5   0.328   0.033   2.203   0.243     1.6    11.0     1.0     0.2      25    0.02    0.02    0.15    0.04     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.2      0.      0.      1.      2.      4.      1.      1.      6.      6.      4.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 1975 065   126    0.24    1.35    0.17    2.53    32.6   0.328   0.033   2.203   0.243     1.8    12.6     1.1     0.1      22    0.01    0.02    0.11    0.03     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1      0.      0.      1.      1.      1.      1.      1.      6.      6.      4.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 1975 066   127    0.24    1.36    0.17    2.53    32.6   0.328   0.033   2.203   0.243     1.5    10.5     0.9     0.0      22    0.01    0.02    0.04    0.02     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      0.      0.      1.      1.      1.      0.      1.      6.      6.      4.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 1975 067   128    0.24    1.37    0.17    2.53    32.6   0.328   0.033   2.203   0.243     1.5    10.4     0.9     0.0      24    0.00    0.02    0.03    0.02     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      0.      0.      1.      1.      1.      0.      0.      2.      6.     13.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 1975 068   129    0.25    1.38    0.17    2.53    32.6   0.328   0.033   2.204   0.243     1.5    10.1     0.9     0.9      11    0.01    0.01    0.89    0.01     0.0     0.0     0.2     0.7     0.0     0.0     0.0     0.0     0.0     0.0      0.      0.      1.      1.      1.      0.      0.      2.      2.      4.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.7     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 1975 069   130    0.25    1.39    0.17    2.53    32.6   0.328   0.033   2.206   0.243     1.5    10.2     0.9     1.8      11    0.02    0.01    1.76    0.02     0.0     0.0     0.2     0.6     1.0     0.0     0.0     0.0     0.0     0.0      0.      0.      1.      1.      1.      0.      0.      2.      2.      3.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.6     1.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 1975 070   131    0.25    1.40    0.18    2.54    32.6   0.328   0.033   2.209   0.243     1.7    11.9     1.0     2.9      11    0.05    0.01    2.82    0.03     0.0     0.0     0.1     0.6     1.0     1.2     0.0     0.0     0.0     0.0      0.      0.      1.      1.      1.      0.      0.      2.      2.      3.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.6     0.9     1.2     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 1975 071   132    0.25    1.41    0.18    2.55    32.7   0.329   0.033   2.219   0.244     1.4     9.9     0.9    11.2      10    0.87    0.01   10.34    0.51     0.0     0.0     0.0     0.0     0.9     1.1     2.1     7.1     0.0     0.0      0.      0.      1.      1.      1.      0.      0.      2.      2.      3.     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.7     0.0     0.0     0.0     0.0     0.0     0.0     0.9     1.1     2.0     6.3     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.4     0.0     0.0
 1975 072   133    0.25    1.42    0.18    2.57    32.7   0.331   0.033   2.239   0.245     1.4     9.6     0.8    22.4      10    2.54    0.01   19.86    1.56     0.0     0.0     0.0     0.0     0.0     0.0     0.0     7.1     8.3     6.9      0.      0.      1.      1.      1.      0.      0.      2.      2.      3.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.7     1.0     0.8     0.0     0.0     0.0     0.0     0.0     0.0     0.0     6.4     7.3     6.2     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.4     0.6     0.5
 1975 073   134    0.25    1.43    0.18    2.60    32.7   0.334   0.033   2.263   0.247     1.3     9.4     0.8    27.0       9    3.04    0.01   23.98    1.75     0.0     0.0     0.0     0.0     0.0     0.0     0.0     9.2     9.9     7.9      0.      0.      1.      1.      1.      0.      0.      1.      2.      3.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.9     1.2     0.9     0.0     0.0     0.0     0.0     0.0     0.0     0.0     8.3     8.6     7.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.5     0.7     0.5
 1975 074   135    0.25    1.44    0.18    2.62    32.7   0.336   0.033   2.279   0.248     1.4     9.9     0.8    18.3       9    2.17    0.01   16.14    1.26     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     9.8     8.5      0.      0.      1.      1.      1.      0.      0.      1.      1.      3.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.2     1.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     8.6     7.5     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.7     0.6
 1975 075   136    0.26    1.45    0.18    2.63    32.7   0.338   0.033   2.294   0.249     1.4     9.9     0.8    17.1       9    2.02    0.01   15.11    1.20     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     8.8     8.3      0.      0.      1.      1.      1.      0.      0.      2.      1.      3.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.1     0.9     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     7.7     7.4     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.6     0.6
 1975 076   137    0.26    1.46    0.18    2.65    32.7   0.340   0.033   2.307   0.250     1.7    12.0     1.0    15.2       9    1.78    0.01   13.38    1.09     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     7.5     7.6      0.      0.      1.      1.      1.      0.      0.      1.      1.      3.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.9     0.9     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     6.6     6.8     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.6     0.5
 1975 077   138    0.26    1.48    0.18    2.65    32.7   0.341   0.033   2.311   0.251     2.0    14.0     1.2     3.5      10    0.39    0.01    3.10    0.29     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     3.5      0.      0.      1.      1.      1.      0.      0.      2.      1.      3.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.4     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     3.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.3
 1975 078   139    0.26    1.49    0.18    2.65    32.7   0.341   0.033   2.313   0.251     2.0    13.8     1.2     2.9      10    0.32    0.01    2.57    0.25     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     2.9      0.      0.      1.      1.      1.      0.      0.      1.      1.      3.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.3     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     2.6     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.2
 1975 079   140    0.26    1.50    0.18    2.65    32.7   0.341   0.033   2.313   0.251     2.0    14.0     1.2     0.0       9    0.00    0.01    0.00    0.01     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      0.      0.      1.      1.      1.      0.      0.      1.      1.      3.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 1975 080   141    0.26    1.52    0.19    2.65    32.7   0.341   0.033   2.313   0.251     2.0    14.0     1.2     0.0       9    0.00    0.01    0.00    0.01     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      0.      0.      1.      1.      1.      0.      0.      1.      1.      3.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 1975 081   142    0.27    1.53    0.19    2.65    32.7   0.341   0.033   2.313   0.251     1.5    10.3     0.9     0.0       8    0.00    0.01    0.00    0.01     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      0.      0.      1.      1.      1.      0.      0.      1.      1.      3.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 1975 082   143    0.27    1.54    0.19    2.65    32.8   0.341   0.033   2.313   0.251     1.6    11.2     0.9     0.0       8    0.00    0.01    0.00    0.01     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      0.      0.      1.      1.      1.      0.      0.      1.      1.      3.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 1975 083   144    0.27    1.55    0.19    2.65    32.8   0.341   0.033   2.313   0.251     1.9    13.1     1.1     0.0       8    0.00    0.01    0.00    0.01     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      0.      0.      1.      1.      1.      0.      0.      1.      1.      3.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 1975 084   145    0.27    1.57    0.19    2.65    32.8   0.341   0.033   2.313   0.251     2.0    14.5     1.2     0.0       9    0.00    0.01    0.00    0.01     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      0.      0.      1.      1.      1.      0.      0.      1.      1.      3.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 1975 085   146    0.27    1.58    0.19    2.66    32.8   0.341   0.033   2.314   0.251     2.1    14.6     1.2     1.1      10    0.12    0.01    0.98    0.11     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.1      0.      0.      1.      1.      1.      0.      0.      1.      1.      3.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1
 1975 086   147    0.28    1.59    0.19    2.66    32.8   0.341   0.033   2.315   0.251     1.5    10.7     0.9     1.0      10    0.12    0.01    0.92    0.10     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.0      0.      0.      1.      1.      1.      0.      0.      2.      2.      3.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.9     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1
 1975 087   148    0.28    1.60    0.19    2.66    32.8   0.341   0.033   2.317   0.251     1.5    10.5     0.9     1.7       9    0.20    0.01    1.54    0.16     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.8     0.9      0.      0.      1.      1.      1.      0.      0.      1.      2.      3.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.7     0.8     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1
 1975 088   149    0.28    1.61    0.19    2.66    32.8   0.342   0.033   2.318   0.252     1.8    12.9     1.1     1.6       8    0.18    0.01    1.42    0.15     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.8     0.7      0.      0.      1.      1.      1.      0.      0.      1.      1.      3.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.8     0.7     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1
 1975 089   150    0.28    1.63    0.19    2.66    32.8   0.342   0.033   2.320   0.252     1.7    11.9     1.0     1.7       8    0.19    0.01    1.53    0.15     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.7      0.      0.      1.      1.      1.      0.      0.      1.      1.      2.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.5     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.2
 1975 090   151    0.28    1.64    0.20    2.66    32.8   0.342   0.033   2.321   0.252     1.6    11.2     0.9     1.3       7    0.15    0.01    1.20    0.12     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.3      0.      0.      1.      1.      1.      0.      0.      1.      1.      2.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.2     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1
